"rank","expected","before","after"
99862,10.2256622968471,14.3415574317811,10.3128354388046
99863,10.2390283163499,14.3421468404649,10.3132592752527
99864,10.2524931100938,14.4152838710932,10.3658512036357
99865,10.2660581370263,14.4703530760235,10.4054507834508
99866,10.2797248886007,14.4704928164729,10.4055512690685
99867,10.2934948897475,14.5121337758537,10.4354947646513
99868,10.3073696998829,14.5802092325349,10.4844469782106
99869,10.3213509139565,14.5903127785566,10.4917123123953
99870,10.3354401635374,14.6781295355505,10.5548602492882
99871,10.3496391179437,14.6904567059187,10.5637245640628
99872,10.363949485415,14.7038715698046,10.5733710257073
99873,10.3783730143299,14.7066515135619,10.5753700486611
99874,10.3929114944743,14.731403129739,10.5931686277689
99875,10.4075667583564,14.7850747910523,10.6317632513643
99876,10.4223406825777,14.7965074894608,10.6399843624862
99877,10.4372351892574,14.8297856225895,10.6639142538038
99878,10.4522522475147,14.8482472892249,10.6771898084876
99879,10.467393875014,14.8565004973946,10.6831245877542
99880,10.4826621395706,14.8879043325173,10.7057066947051
99881,10.4980591608276,14.9198947295443,10.7287105910205
99882,10.5135871119988,14.921462023187,10.7298376123707
99883,10.52924822169,14.9394011186321,10.7427373926161
99884,10.545044775795,14.9548312647808,10.7538330186515
99885,10.560979119474,14.9667060362788,10.7623720190296
99886,10.5770536592203,14.9846238556771,10.7752564999346
99887,10.5932708650146,14.9948445407772,10.7826060673724
99888,10.6096332725774,15.0068553152738,10.7912428658139
99889,10.6261434857206,15.0806620772518,10.8443163896743
99890,10.642804178805,15.0851154184509,10.8475187318995
99891,10.6596180993113,15.0896663559549,10.8507912544128
99892,10.6765880705271,15.0950176655406,10.8546393145277
99893,10.6937169943603,15.0986768739464,10.8572706057459
99894,10.7110078542831,15.1489943874887,10.8934533034285
99895,10.7284637184147,15.1770717378997,10.9136433766283
99896,10.7460877427525,15.1816071197215,10.9169047132441
99897,10.763883174557,15.1962779026986,10.9274542906747
99898,10.7818533559032,15.2070648692059,10.9352110640239
99899,10.8000017274045,15.2150930727304,10.9409840452507
99900,10.818331832122,15.2846553247179,10.9910053948087
99901,10.8368473196702,15.3480440132677,11.0365874117413
99902,10.8555519505287,15.4060484196373,11.0782976583766
99903,10.8744496005763,15.4131568949405,11.0834092744875
99904,10.8935442658564,15.4604201636323,11.1173957027145
